,rid,client_id,gender,transcription,reference,split,weight,wer,cer
2101,train_2101,female_10,female," Typical for the period, curbing looks low castle is more of a fortified house than a true castle.",typical for the period kirby muxloe castle is more of a fortified house than a true castle,train,0.06611570247933884,0.17647058823529413,0.13333333333333333
2103,train_2103,female_12,female," Therefore, reading this grammar primer would help you learn much more about the Persian grammar and understand phrases better.",therefore reading this grammar primer would help you learn much about persian grammar and understand phrases better,train,0.07231404958677685,0.11764705882352941,0.0782608695652174
2104,train_2104,female_12,female," Laco Nega is also connected to vulga, so coming from the cast-veen C through Russia is still possible.",lake onega is also connected to volga so coming from the caspian sea through russia is still possible,train,0.07231404958677685,0.3333333333333333,0.1188118811881188
2105,train_2105,female_0,female, Most boomerangs available in Australia are in fact non-returning. It is best for beginners to try not to throw in windy.,most boomerangs available in australia are in fact non-returning it is best for beginners to not try throwing in windy,train,0.06663223140495868,0.14285714285714285,0.07627118644067797
2107,train_2107,female_10,female," Backpacking by ski. This activity is also called backcountry ski, ski touring or ski hiking.",backpacking by ski this activity is also called backcountry ski ski touring or ski hiking,train,0.06611570247933884,0.0,0.0
2108,train_2108,female_4,female, She is very cute and sings quite well too. He said according to a transcript of the newest conference.,she's very cute and sings quite well too he said according to a transcript of the news conference,train,0.06663223140495868,0.05263157894736842,0.02040816326530612
2109,train_2109,female_3,female, Humans have been making and using lenses for magnification for thousands and thousands of years.,humans have been making and using lenses for magnification for thousands and thousands of years,train,0.07179752066115702,0.0,0.0
2111,train_2111,female_4,female, Some of the applications in this category can even translate texts and foreign languages on signs or other objects in the real world when the user points the smart phone towards those objects.,some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects,train,0.06663223140495868,0.09375,0.015873015873015872
2112,train_2112,female_4,female," Another famous Greek is a mathematician. Pratagrius, mostly known for his famous theorem about relations of the sides of right triangles.",another famous greek is a mathematician pythagoras mostly known for his famous theorem about relations of the sides of right triangles,train,0.06663223140495868,0.047619047619047616,0.04477611940298507
2116,train_2116,female_0,female," There are infinite variations possible, but this remains what most people mean when they talk of going to Disney World.",there are infinite variations possible but this remains what most people mean when they talk of going to disney world,train,0.06663223140495868,0.0,0.0
2117,train_2117,female_0,female, Make in carry copies of your policy and your insurance contact details with you.,make and carry copies of your policy and your insurer's contact details with you,train,0.06663223140495868,0.2,0.08641975308641975
2118,train_2118,female_4,female, The money could go toward floor flood. Flood proof houses. Better water management. And crop diversification.,the money could go toward flood-proof houses better water management and crop diversification,train,0.06663223140495868,0.14285714285714285,0.12903225806451613
2119,train_2119,female_11,female," That means we were able to successfully predict that what other humans perceive, intent, belief, know, or desire.",that means we are able to successfully predict what other humans perceive intend believe know or desire,train,0.06714876033057851,0.23529411764705882,0.0970873786407767
2120,train_2120,female_10,female, The great majority of Hong Kong Island development is densely packed on reclaimed land along the northern shore.,the great majority of hong kong island's urban development is densely packed on reclaimed land along the northern shore,train,0.06611570247933884,0.1,0.075
2121,train_2121,female_0,female," Fortunately, drivers tend to behave within a reasonable consistent range. Thus, traffic seems... ...tend to have some reasonable consistency and can be roughly represented mathematically.",fortunately drivers tend to behave within a reasonably consistent range thus traffic streams tend to have some reasonable consistency and can be roughly represented mathematically,train,0.06663223140495868,0.08,0.0223463687150838
2123,train_2123,female_12,female," If you don't have a data connection for your phone or when it is out of range, their performance can be limited or unavailable.",if you don't have a data connection for your phone or when it is out of range their performance can be limited or unavailable,train,0.07231404958677685,0.0,0.0
2124,train_2124,female_4,female," It is not a learning disability, it is a learning disorder. It affects 3 to 5 percent of all children, perhaps as many as 2 million American children.",it is not a learning disability it is a learning disorder it affects 3 to 5% of all children perhaps as many as 2 million american children,train,0.06663223140495868,0.0,0.0
2127,train_2127,female_1,female," Since its inception, the onion has become a veritable news parody empire. But they print edition a website that drew 5 million unique visitors in the month of October. Personal ads, a 24-hour news network podcast and a recently launched world at less-called our dumb world.","since its inception the onion has become a veritable news parody empire with a print edition a website that drew 5,000,000 unique visitors in the month of october personal ads a 24 hour news network podcasts and a recently launched world atlas called our dumb world",train,0.07386363636363637,0.10869565217391304,0.03802281368821293
2128,train_2128,female_4,female," Sikhs call their religion Gremat, which is Punjabi for way of the guru. The guru is a fundamental aspect of all Indian religions. But in Sikhism has taken on an importance that forms the core of Sikh beliefs.",sikhs call their religion gurmat which is punjabi for way of the guru the guru is a fundamental aspect of all indian religions but in sikhism has taken on an importance that forms the core of sikh beliefs,train,0.06663223140495868,0.02631578947368421,0.00980392156862745
2129,train_2129,female_6,female," The largest employee sectors are professional services, government finance, trade and tourism.",the largest employment sectors are professional services government finance trade and tourism,train,0.06301652892561983,0.08333333333333333,0.03225806451612903
2130,train_2130,female_2,female," In addition, there are a few time restrictions with the possibility of flexible working hours, Bremer, 1998.",in addition there are fewer time restrictions with the possibility of flexible working hours. bremer 1998,train,0.06921487603305786,0.125,0.038461538461538464
2131,train_2131,female_4,female," During his two-hour speech, he stated that, today, Apple is going to reinvent the phone. We are going to make history today.",during his 2 hour speech he stated that today apple is going to reinvent the phone we are going to make history today,train,0.06663223140495868,0.0,0.0
2132,train_2132,female_14,female, A hospitality exchange network is the organization that connects travelers with locals in the city's air going to visit.,a hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit,train,0.0759297520661157,0.15,0.07258064516129033
2133,train_2133,female_10,female, Setting up a tent on private property or in a town of any size can easily attract unwanted attention.,setting up a tent on private property or in a town of any size can easily attract unwanted attention,train,0.06611570247933884,0.0,0.0
2134,train_2134,female_2,female," As mentioned above, though the word Eskomo remains acceptable in the United States, it is considered prerjorative by many non-US Arctic peoples, especially in Canada.",as mentioned above though the word eskimo remains acceptable in the united states it is considered pejorative by many non-u.s. arctic peoples especially in canada,train,0.06921487603305786,0.14814814814814814,0.024844720496894408
2135,train_2135,female_5,female, Stir up your supports for the rider's feet and hang down on either side of the saddle.,stirrups are supports for the rider's feet that hang down on either side of the saddle,train,0.04648760330578512,0.23529411764705882,0.11494252873563218
2139,train_2139,female_5,female," Don't forget to add in the extra costs of additional visas, departure taxes, ground transportation, etc. for all those places outside Africa.",don't forget to add in the extra costs of additional visas departure taxes ground transportation etc for all those places outside of africa,train,0.04648760330578512,0.041666666666666664,0.02142857142857143
2141,train_2141,female_2,female," Time is also how we compare the duration, length of events.",time is also how we compare the duration length of events,train,0.06921487603305786,0.0,0.0
2144,train_2144,female_2,female," For that reason, everything you see on TV had the board is cut, top bottom of the sides.",for that reason everything you see on the tv had the borders cut top bottom and sides,train,0.06921487603305786,0.29411764705882354,0.15294117647058825
2145,train_2145,female_3,female," Today's player of the day is Alex, Ulrich, and of the Washington capitals.",today's player of the day is alex ovechkin of the washington capitals,train,0.07179752066115702,0.15384615384615385,0.1
2150,train_2150,female_12,female," In 1977, Dr. Damati and completed the construction of the first whole body emory skater, which she called the endomitable.",in 1977 dr damadian completed the construction of the first whole-body mri scanner which he called the indomitable,train,0.07231404958677685,0.3157894736842105,0.09482758620689655
2151,train_2151,female_11,female, Japanese work culture is more hierarchical and formal than what Westerners may be used to.,japanese work culture is more hierarchical and formal that what westerners may be used to,train,0.06714876033057851,0.06666666666666667,0.011235955056179775
2152,train_2152,female_3,female, Typically there will be a tuition fee to enroll in these educational programs.,typically there will be a tuition fee to enroll in these educational programs,train,0.07179752066115702,0.0,0.0
2154,train_2154,female_0,female," If you don't have a data connection for your phone or when it is out of range, their performance can be limited or unavailable.",if you don't have a data connection for your phone or when it is out of range their performance can be limited or unavailable,train,0.06663223140495868,0.0,0.0
2155,train_2155,female_10,female," Although the water level will only rise a few feet after the flood, the visuals are hoping it will be enough to restore eroded sand bars downstream.",although the water level will only rise a few feet after the flood officials are hoping it will be enough to restore eroded sandbars downstream,train,0.06611570247933884,0.16,0.055944055944055944
2156,train_2156,female_12,female," In many parts of the world, waving is a friendly gesture, indicating hello.",in many parts of the world waving is a friendly gesture indicating hello,train,0.07231404958677685,0.0,0.0
2158,train_2158,female_0,female," These hotels were where the rich and famous of the day would stay, and often had fine dining and nightlife.",these hotels were where the rich and the famous of the day would stay and often had fine dining and nightlife,train,0.06663223140495868,0.047619047619047616,0.03669724770642202
2159,train_2159,female_1,female," Mysticism can be distinguished from other forms of religious belief and the worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful and insightful blissful or even aesthetic character.",mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness particularly those of a peaceful insightful blissful or even ecstatic character,train,0.07386363636363637,0.08108108108108109,0.045081967213114756
2160,train_2160,female_0,female, Boomerang throwing is a popular skill that many tourists want to acquire.,boomerang throwing is a popular skill that many tourists want to acquire,train,0.06663223140495868,0.0,0.0
2162,train_2162,female_4,female," The Ministry responded by calling Apple's post-bombant of the report, truly regrettable.",the ministry responded by calling apple's postponement of the report truly regrettable,train,0.06663223140495868,0.15384615384615385,0.06896551724137931
2163,train_2163,female_6,female, Feel free to pencil on your own marks. Remember the printed boy marks are their frame musical reason. So they should usually be respected.,feel free to pencil in your own marks but remember the printed bowing marks are there for a musical reason so they should usually be respected,train,0.06301652892561983,0.23076923076923078,0.1056338028169014
2166,train_2166,female_13,female," Also that's like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the awesome atons are far smaller than 8 days.",ocelots like to eat small animals they will catch monkeys snakes rodents and birds if they can almost all of the animals that the ocelot hunts are far smaller than it is,train,0.07128099173553719,0.21875,0.13609467455621302
2167,train_2167,female_10,female," Kalehondal Bessel, Ali Avakis, two balconies separated by only 69 centimeters, is home of an old love legend.",callejon del beso alley of the kiss. two balconies separated by only 69 centimeters is home of an old love legend,train,0.06611570247933884,0.3333333333333333,0.17272727272727273
2168,train_2168,female_5,female, A contagious disease is a disease which is easily transmitted by being in the vicinity of an infected person.,a contagious disease is a disease which is easily transmitted by being in the vicinity of an infected person,train,0.04648760330578512,0.0,0.0
2169,train_2169,female_0,female," Its second claw was larger, giving rise to the name, Hezbarokines, which means Western claw.",its second claw was larger giving rise to the name hesperonychus which means western claw,train,0.06663223140495868,0.06666666666666667,0.09302325581395349
2174,train_2174,female_1,female, It can be customized to make it easy to read and also with as much a little color as desired.,it can be customized to make it easy to read and also with as much or little color as desired,train,0.07386363636363637,0.05,0.021505376344086023
2175,train_2175,female_0,female," Fruit pastries are common, with apples cooked into pastries you're round and cherries and plums making their appearances during the summer.",fruit pastries are common with apples cooked into pastries year round and cherries and plums making their appearances during the summer,train,0.06663223140495868,0.09523809523809523,0.02962962962962963
2176,train_2176,female_3,female, She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.,she gained critical acclaim during her time in atlanta and was recognized for innovative urban education,train,0.07179752066115702,0.0,0.0
2177,train_2177,female_14,female, The model of people forced the king and queen to have their carat windows wide open.,the mob of people forced the king and queen to have their carriage windows wide open,train,0.0759297520661157,0.125,0.08333333333333333
2178,train_2178,female_0,female, Sanskrit is an agent language and is comparable to the Latin language spoken in Europe.,sanskrit is an ancient language and is comparable to the latin language spoken in europe,train,0.06663223140495868,0.06666666666666667,0.03409090909090909
2179,train_2179,female_14,female," And third, Pamela is 20 points behind, but five ahead of Ballyer. Con and 2x, Junior are 5th and 6th, respectively with 2,220 and 2,207 points.","in third hamlin is twenty points behind but five ahead of bowyer kahne and truex jr are fifth and sixth respectively with 2,220 and 2,207 points",train,0.0759297520661157,0.23076923076923078,0.12781954887218044
2180,train_2180,female_2,female," Wildlife photography often requires a long telephoto lens, though things like a flock of birds or a tiny creature need other lenses.",wildlife photography often requires a long telephoto lens though things like a flock of birds or a tiny creature need other lenses,train,0.06921487603305786,0.0,0.0
2183,train_2183,female_14,female, These events normally last anywhere between 3 and 6 months and are held on sites no smaller than 50 hectares.,these events normally last anywhere between three and six months and are held on sites no smaller than 50 hectares,train,0.0759297520661157,0.0,0.0
2184,train_2184,female_0,female," After all, the leader is ultimately responsible for the success and failure of the team.",after all the leader is ultimately responsible for the success and failure of the team,train,0.06663223140495868,0.0,0.0
2185,train_2185,female_12,female, The capsule will look much more like a shooting star going across the sky.,the capsule will look much like a shooting star going across the sky,train,0.07231404958677685,0.07692307692307693,0.07352941176470588
2186,train_2186,female_1,female, Substantent agriculture is agriculture carried out for the production of enough food to meet the ends of the agriculturalist and his or her family.,subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family,train,0.07386363636363637,0.16666666666666666,0.10067114093959731
2187,train_2187,female_1,female, This behavior oftentimes results in rifts between the leaders and the rest of the team.,this behavior oftentimes results in rifts between the leaders and the rest of the team,train,0.07386363636363637,0.0,0.0
2188,train_2188,female_5,female," Have another copy in your luggage and online, email to yourself with a textman or stored in the cloud.","have another copy in your luggage and online e-mail to yourself with attachment or stored in the cloud""",train,0.04648760330578512,0.21052631578947367,0.06862745098039216
2189,train_2189,female_2,female," Since then, the Brazilian has featured in 53 matches for the club in all competitions and has scored 24 goals.",since then the brazilian has featured in 53 matches for the club in all competitions and has scored 24 goals,train,0.06921487603305786,0.0,0.0
2193,train_2193,female_14,female," When the capsule gets to Earth and enters the atmosphere at about 5 a.m. Eastern Time, it is expected to put on quite a light show for folks in Northern California, Oregon, Nevada and Utah.",when the capsule gets to earth and enters the atmosphere at about 5am eastern time it is expected to put on quite a light show for folks in northern california oregon nevada and utah,train,0.0759297520661157,0.05714285714285714,0.00546448087431694
2194,train_2194,female_1,female," For example, one might say that the motor car necessarily leads to the development of roads.",for example one might say that the motor car necessarily leads to the development of roads,train,0.07386363636363637,0.0,0.0
2197,train_2197,female_11,female," 2.3 of Venezuelaans who work due to the surface sector, nearly a quarter work in industry and a fourth work in agriculture.",two thirds of venezuelans who work do so in the service sector nearly a quarter work in industry and a fifth work in agriculture,train,0.06714876033057851,0.3333333333333333,0.14516129032258066
2200,train_2200,female_14,female, Seeks call their religion grandma which is Punjabi for way of the guru. The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on and importance that forms the core of Sikh beliefs.,sikhs call their religion gurmat which is punjabi for way of the guru the guru is a fundamental aspect of all indian religions but in sikhism has taken on an importance that forms the core of sikh beliefs,train,0.0759297520661157,0.07894736842105263,0.04411764705882353
2202,train_2202,female_3,female, So many of us find ourselves watching intelligence show that informs us of a processor experiencing which we will never participate or apply that knowledge.,so many of us find ourselves watching a television show that informs us of a process or experience in which we will never participate or apply that knowledge,train,0.07179752066115702,0.21428571428571427,0.08280254777070063
2203,train_2203,female_4,female," This type of manager has difficulty making unpopular decisions, performing disciplinary action, performance evaluations, assigning responsibility, and holding people accountable.",this type of manager has difficulty making unpopular decisions performing disciplinary action performance evaluations assigning responsibility and holding people accountable,train,0.06663223140495868,0.0,0.0
2205,train_2205,female_6,female," States are the precursors of nations, a civilizational culture implies the passing on of knowledge across several generations, a lingering cultural footprint and fair dissemination.",city-states are the precursors of nations a civilizational culture implies the passing on of knowledge across several generations a lingering cultural footprint and fair dissemination,train,0.06301652892561983,0.038461538461538464,0.0273224043715847
2207,train_2207,female_2,female," However, in 1991, E.T.R.D. was faced with a Viking fleet larger than any since gotter rooms a century earlier.",however in 991 ethelred was faced with a viking fleet larger than any since guthrum's a century earlier,train,0.06921487603305786,0.3684210526315789,0.1346153846153846
2208,train_2208,female_0,female, A moderate earthquake shook Western Montana at 10 o'clock PM on Monday.,a moderate earthquake shook western montana at 10:08 p.m. on monday,train,0.06663223140495868,0.3076923076923077,0.1076923076923077
2211,train_2211,female_3,female, He was staying in the team hotel ahead of a match planned for Sunday against Bologna.,he was staying in the team hotel ahead of a match planned for sunday against bolonia,train,0.07179752066115702,0.0625,0.023809523809523808
2212,train_2212,female_3,female, Same goes for the military because instead of army rankings being based on class they were now based on caliber.,same goes for the military because instead of army rankings being based on class they were now based on cailaber,train,0.07179752066115702,0.05,0.017857142857142856
2213,train_2213,female_2,female," It's a very complex entity which consists according to a simplified bar model of a central nucleus orbited by electrons, somewhat similar to planets orbiting the Sun. See figure 1, 1.",its a very complex entity which consists according to a simplified bohr model of a central nucleus orbited by electrons somewhat similar to planets orbiting the sun see figure 1.1,train,0.06921487603305786,0.0967741935483871,0.02185792349726776
2214,train_2214,female_3,female," Most of the distinct Baltic cruises feature an extended stay in St. Petersburg, Russia.",most of the distinct baltic cruises feature an extended stay in st petersburg russia,train,0.07179752066115702,0.0,0.0
2217,train_2217,female_4,female," For a few pennies, some children will tell you the story.",for a few pennies some children will tell you the story,train,0.06663223140495868,0.0,0.0
2218,train_2218,female_11,female," As a result of this, a big scandal within the Greek legal community has been raised through the exposure of illegal actions that judges lawyers, solicitors, and attorneys have done during the previous year.",as a result of this a big scandal within the greek legal community has been raised through the exposure of illegal actions that judges lawyers solicitors and attorneys have done during the previous years,train,0.06714876033057851,0.029411764705882353,0.0049261083743842365
2219,train_2219,female_2,female," The 30 year old husband who was born a buffalo was the four killed in the shooting, but his wife was not hurt.",the 30-year-old husband who was born in buffalo was one of the four killed in the shooting but his wife was not hurt,train,0.06921487603305786,0.12,0.07964601769911504
2222,train_2222,female_5,female," Proper nutritional practices alone cannot generate elite performances, but they can significantly affect young athletes overall wellness.",proper nutritional practices alone cannot generate elite performances but they can significantly affect young athletes' overall wellness,train,0.04648760330578512,0.0,0.0
2223,train_2223,female_11,female," Of course, we'll normally be from 2 to 5 days and we'll involve a role play, a lot of first day and sometimes web and strength.",a course will normally be from 2-5 days and will involve role play a lot of first aid and sometimes weapons training,train,0.06714876033057851,0.391304347826087,0.22807017543859648
2225,train_2225,female_13,female, Fred is the strongest tropical cyclone ever recorded so far south and east in the Atlantic since the advent of satellite imagery and the only third major hurricane on the record east of 35 degrees west.,fred is the strongest tropical cyclone ever recorded so far south and east in the atlantic since the advent of satellite imagery and only the third major hurricane on record east of 35°w,train,0.07128099173553719,0.14705882352941177,0.125
2226,train_2226,female_11,female," Most of the temple festivals is celebrated as part of Temple's anniversary, or presigning deities, birthday, or any other major event associated with the temple.",most of the temple festivals is celebrated as part of temple's anniversary or presiding deity's birthday or any other major event associated with the temple,train,0.06714876033057851,0.1111111111111111,0.03164556962025317
2228,train_2228,female_13,female," The city is holy to three monotheistic religions. Judaism, Christianity, and Islam, and served as a spiritual religious and cultural center.",the city is holy to the three monotheistic religions judaism christianity and islam and serves as a spiritual religious and cultural center,train,0.07128099173553719,0.09090909090909091,0.037037037037037035
2229,train_2229,female_12,female, They did two experiments marking either the DNA in the phage with the radioactive phosphorus or the protein of the phage with radioactive sulfur.,they did two experiments marking either the dna in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur,train,0.07231404958677685,0.041666666666666664,0.02142857142857143
2230,train_2230,female_11,female, The Meku Che were also one of the last independent American indigenous groups that were not fully absorbed into Spanish-speaking role until after choice independence.,the mapuche were also one of the last independent american indigenous groups that were not fully absorbed into spanish-speaking rule until after chile's independence,train,0.06714876033057851,0.19230769230769232,0.05421686746987952
2231,train_2231,female_6,female, There is concern that patients make a team to infect more people by going to their daily routines if the flu symptoms remain mild.,there is concern that patients may continue to infect more people by going through their daily routines if the flu symptoms remain mild,train,0.06301652892561983,0.17391304347826086,0.1037037037037037
2233,train_2233,female_14,female, All citizens of Vatican City are Roman Catholic.,all citizens of vatican city are roman catholic,train,0.0759297520661157,0.0,0.0
2235,train_2235,female_3,female, His name is still unknown to authorities although we do know he is a member of the WeWAR ethnic group.,his name is still unknown to authorities although they do know he is a member of the uighur ethnic group,train,0.07179752066115702,0.1,0.07692307692307693
2236,train_2236,female_5,female, Some of the rainfall was accompanied by thunderstorms and frequent lightning.,some of the rainfall was accompanied by thunderstorms and frequent lightning,train,0.04648760330578512,0.0,0.0
2237,train_2237,female_1,female," The end core pass is needed to enter the temple, so do not forget to bring your passport along when heading to Tumla Set.",the angkor pass is needed to enter the temple so do not forget to bring your passport along when heading to tonle sap,train,0.07386363636363637,0.17391304347826086,0.08547008547008547
2240,train_2240,female_1,female," MRI is based on a physics phenomenon called nuclear magnetic resonance, which was first discovered in the 1930s by Felix Bluch working at Stanford University and Edward Purcell from Harvard University.",mri is based on a physics phenomenon called nuclear magnetic resonance nmr which was discovered in the 1930s by felix bloch working at stanford university and edward purcell from harvard university,train,0.07386363636363637,0.0967741935483871,0.04568527918781726
2241,train_2241,female_0,female," As on the night of August 9, the eye of Mara Kott was about 70 kilometers away from the Chinese provision of Fujian.",as of the night of august 9 the eye of morakot was about seventy kilometres away from the chinese province of fujian,train,0.06663223140495868,0.18181818181818182,0.07207207207207207
2243,train_2243,female_13,female, The human hand is shorter than the foot with straighter phalanches.,the human hand is shorter than the foot with straighter phalanges,train,0.07128099173553719,0.09090909090909091,0.03076923076923077
2245,train_2245,female_3,female," Moose, also known as elk, aren't inherently aggressive, but will defend themselves if they perceive a threat.",moose also known as elk aren't inherently aggressive but will defend themselves if they perceive a threat,train,0.07179752066115702,0.0,0.0
2246,train_2246,female_6,female," When you're on a staycation, you have the time to treat yourself and take a few extra minutes to brew up something special.",when you're on a staycation you have the time to treat yourself and take a few extra minutes to brew up something special,train,0.06301652892561983,0.0,0.0
2247,train_2247,female_1,female, The final match of the series will take place at Ellis Park in Johannesburg next week when the spring box play Australia.,the final match of the series will take place at ellis park in johannesburg next week when the springboks play australia,train,0.07386363636363637,0.09523809523809523,0.025
2250,train_2250,female_11,female," The show originally featured amateur voice actors, vocal, to East Texas.",the show originally featured amateur voice actors local to east texas,train,0.06714876033057851,0.09090909090909091,0.014492753623188406
2252,train_2252,female_6,female," Board and the Croatian capital, Zaggrip, Bobc Gain fame while playing for the partisan Belgrade.",born in the croatian capital zagreb bobek gained fame while playing for partizan belgrade,train,0.06301652892561983,0.5,0.1797752808988764
2253,train_2253,female_0,female," If just taking a photo of something isn't allowed, then you shouldn't even think of recording a video of it.",if just taking a photo of something isn't allowed then you shouldn't even think of recording a video of it,train,0.06663223140495868,0.0,0.0
2254,train_2254,female_1,female, They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them.,they provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them,train,0.07386363636363637,0.0,0.0
2255,train_2255,female_0,female, The much abused and often ridiculed rule of thirds is a simple guideline creating dynamism while keeping a measure of order in an image.,the much-abused and often-ridiculed rule of thirds is a simple guideline creating dynamism while keeping a measure of order in an image,train,0.06663223140495868,0.0,0.0
2257,train_2257,female_13,female, The failure of the second sentence which proposes to ban same sex of unions could possibly open the door for civil unions in the future.,the failure of the second sentence which proposes to ban same-sex civil unions could possibly open the door for civil unions in the future,train,0.07128099173553719,0.04,0.037037037037037035
2261,train_2261,female_11,female," Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.",flying a drone near an airport or over a crowd is almost always a bad idea even if it's not illegal in your area,train,0.06714876033057851,0.0,0.0
2262,train_2262,female_14,female," In 1951, a fire caused for only some of the relics of the Druk. Druk Gel is a long termine such as the image of Zabdram, Gawang Nam Gel.",in 1951 a fire caused for only some of the relics of the drukgyal dzong to remain such as the image of zhabdrung ngawang namgyal,train,0.0759297520661157,0.44,0.2109375
2264,train_2264,female_11,female, Modela is a multi-ethnic republic that has suffered from ethnic conflict.,moldova is a multi-ethnic republic that has suffered from ethnic conflict,train,0.06714876033057851,0.08333333333333333,0.0410958904109589
2265,train_2265,female_14,female," Wildlife photography often requires a long telephoto lens, that thinks like a flock of birds or a tiny creature need other lenses.",wildlife photography often requires a long telephoto lens though things like a flock of birds or a tiny creature need other lenses,train,0.0759297520661157,0.09090909090909091,0.038461538461538464
2266,train_2266,female_4,female," Many of the traditions surrounding the holiday have been adopted, also by non-believers in Christian countries and non-Christians around the world.",many of the traditions surrounding the holiday have been adopted also by non-believers in christian countries and non-christians around the world,train,0.06663223140495868,0.0,0.0
2267,train_2267,female_12,female, It can be made very thin and stuck onto other metal. It can be made so thin that sometimes use to decorate the hand-painted pictures and books called Illiminated Manuscripts.,it can be made very thin and stuck onto other metal it can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called illuminated manuscripts,train,0.07231404958677685,0.15151515151515152,0.061452513966480445
2268,train_2268,female_4,female," The Nome, Krom, 12-kilometer southwest of Sam Reep. This hilltop temple was built at the end of the 9th century, during the reign of King Yosobarman.",phnom krom 12 km southwest of siem reap this hilltop temple was built at the end of the 9th century during the reign of king yasovarman,train,0.06663223140495868,0.23076923076923078,0.11851851851851852
2270,train_2270,female_5,female," If you find yourself resetting the clock in your sleep, it could be placed on the other side of the room, forcing you to get out of bed and turn it off.",if you find yourself resetting the clock in your sleep it can be placed on the other side of the room forcing you to get out of bed to turn it off,train,0.04648760330578512,0.0625,0.04794520547945205
2272,train_2272,female_6,female," First, the switch for the light fixture needs to be turned off or the cable disconnected.",first the switch for the light fixture needs to be turned off or the cable disconnected,train,0.06301652892561983,0.0,0.0
2273,train_2273,female_11,female," Now for Japan. Japan was an island country, just like Britain.",now for japan japan was an island country just like britain,train,0.06714876033057851,0.0,0.0
2276,train_2276,female_0,female," In late 2015, ToggyNet established astronaut radio as a subsidiary station.",in late 2015 toginet established astronet radio as a subsidiary station,train,0.06663223140495868,0.18181818181818182,0.056338028169014086
2279,train_2279,female_0,female, Each show would also provide recommendations for books that children should look for when they went to their library.,each show would also provide recommendations for books that children should look for when they went to their library,train,0.06663223140495868,0.0,0.0
2280,train_2280,female_10,female," Yesterday the post office released their apology to citizens and the media after discovering that the boy had been hit in more than 600 postal documents, including 429 new year postcards which weren't delivered to their intended participants.",yesterday the post office released their apology to citizens and the media after discovering that the boy had hidden more than 600 postal documents including 429 new year postcards which weren't delivered to their intended recipients,train,0.06611570247933884,0.10810810810810811,0.05982905982905983
2281,train_2281,female_3,female, RSPCA New South Wales Chief Inspector David O'Shanisi told the ABC that surveillance and inspection of abductors should become in place in Australia.,rspca new south wales chief inspector david o'shannessy told the abc that surveillance and inspections of abattoirs should be commonplace in australia,train,0.07179752066115702,0.2608695652173913,0.09333333333333334
2282,train_2282,female_11,female," If you want to fly around the world completely in the Southern Hemisphere, the choice of flights and destinations is limited due to the lack of trans oceanic routes.",if you want to fly around the world completely in the southern hemisphere the choice of flights and destinations is limited due to the lack of transoceanic routes,train,0.06714876033057851,0.07142857142857142,0.006172839506172839
2283,train_2283,female_0,female," His second goal of the night was his sixth year of the season, becoming the first player to score 60 or more goals in a season since 1995 to 1996 when Jamor Jagger and Mario Lemue each reached that milestone.",his second goal of the night was his 60th of the season becoming the first player to score 60 or more goals in a season since 1995-96 when jaromir jagr and mario lemieux each reached that milestone,train,0.06663223140495868,0.18421052631578946,0.09895833333333333
2284,train_2284,female_1,female, Scientists have suspected incladias as globally active and possible source of Satan's icy e-ring.,scientists have suspected enceladus as geologically active and a possible source of saturn's icy e ring,train,0.07386363636363637,0.23529411764705882,0.125
2285,train_2285,female_0,female, An average class mine countermeasures ship. The ship was on its way to Porto Princessa in Palawan.,an avenger class mine countermeasures ship the ship was on its way to puerto princesa in palawan,train,0.06663223140495868,0.17647058823529413,0.0625
2286,train_2286,female_13,female, ADV affects relationships with other peers because other children cannot understand why they act the way that they do or why they spell the way that they do or their maturity level is different.,add affects relationships with other peers because other children can not understand why they act the way that they do or why they spell they way they do or that their maturity level is different,train,0.07128099173553719,0.17142857142857143,0.06666666666666667
2287,train_2287,female_14,female," Japan's Ministry of Economy, Trade and Industry, NETI, said that it had been aware of 27 accidents related to the devices.",japan's ministry of economy trade and industry meti said that it had been aware of 27 accidents related to the devices,train,0.0759297520661157,0.045454545454545456,0.008403361344537815
2290,train_2290,female_10,female," Economic links have been re-established between these two parts of Moldova, despite the failure in political negotiations.",economic links have been re-established between these two parts of moldova despite the failure in political negotiations,train,0.06611570247933884,0.0,0.0
2291,train_2291,female_5,female," The mob of people were forced, the king of queen to have their carriage windows wide open.",the mob of people forced the king and queen to have their carriage windows wide open,train,0.04648760330578512,0.125,0.09523809523809523
