rid	client_id	gender	transcription	reference
train_1983	750	1	 Getting into your own car and heading off on a long road trip has an intrinsic appeal in its simplicity.	getting into your own car and heading off on a long road trip has an intrinsic appeal in its simplicity
train_1984	81	0	 Maru Shidori then defeated Kabulter in the preliminary final.	maroochydore then defeated caboolture in the preliminary final
train_1985	1476	1	 This is matched by Norway, Sweden and New Zealand, but otherwise quite unique. E.g. in the Netherlands the figure is 1 to 40.	this is matched by norway sweden and new zealand but otherwise quite unique e.g. in the netherlands the figure is one to forty
train_1986	1369	1	 Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25th.	curtis cooper a mathematician and computer science professor at the university of central missouri has discovered the largest known prime number to date on january 25
train_1987	955	0	 Turkish Airlines flies to 39 destinations in 30 African countries as of 2014.	turkish airlines flies to 39 destinations in 30 african countries as of 2014
train_1988	1456	1	 When a small group of living things, a small population, gets separated from the main population that they came from, like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back, they will often find themselves in a different environment than they were in before.	when a small group of living things a small population gets separated from the main population that they came from like if they move over a mountain range or a river or if they move to a new island so that they can't easily move back they will often find themselves in a different environment than they were in before
train_1989	2	1	 Lead researchers say this may bring early detection of cancer, tuberculosis, HIV, and malaria to patients in low-income countries, where their survival rates for illnesses such as breast cancer can be half those of richer countries.	lead researchers say this may bring early detection of cancer tuberculosis hiv and malaria to patients in low-income countries where the survival rates for illnesses such as breast cancer can be half those of richer countries
train_1990	674	1	 There are a limited number of permits reserved for a walk-in request available on a first come first serve basis.	there are a limited number permits reserved for walk-in requests available on a first come first served basis
train_1991	1411	1	 Most of the monasteries do provide wraps for women who come unprepared, but if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance.	most of the monasteries do provide wraps for women who come unprepared but if you bring your own especially one with bright colors you'll get a smile from the monk or nun at the entrance
train_1992	680	1	 Victoria Falls is a town in the western portion of Zimbabwe, across the border from Livingstone, Zambia and near Botswana.	victoria falls is a town in the western portion of zimbabwe across the border from livingstone zambia and near botswana
train_1993	809	1	 Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.	nevertheless there are many distinctive ways of drinking coffee around the world that are worth experiencing
train_1994	860	1	 Some countries have exceedingly draconian punishments, even for first-time offenses. These can include prison sentences of over 10 years or death.	some countries have exceedingly draconian punishments even for first time offenses these can include prison sentences of over 10 years or death
train_1995	190	1	 The typhoon is estimated to be moving toward China at 11 kph.	the typhoon is estimated to be moving toward china at eleven kph
train_1996	30	0	 Iraq's Abu Jarab prison has been set alit during a riot.	iraq's abu ghraib prison has been set alight during a riot
train_1997	862	1	 At home, due to this constant exposure to the local germs, odds are very high that you're already immune to them.	at home due to this constant exposure to the local germs odds are very high that you're already immune to them
train_1998	1456	1	 When a small group of living things, a small population, get separated from the main population that they come from, like if they move over a mountain range or a river, or if they move to a new island so that they can't easily move back, they will often find themselves in a different environment than they were in before.	when a small group of living things a small population gets separated from the main population that they came from like if they move over a mountain range or a river or if they move to a new island so that they can't easily move back they will often find themselves in a different environment than they were in before
train_1999	251	1	 The hotel's guests were mostly citizens of the United Arab Emirates.	the hostel's guests were mostly citizens of the united arab emirates
train_2000	657	0	 If you visit Greenland during cold seasons, considering that the further north you go the colder it will be, it is essential to bring warm enough clothing.	if you visit greenland during cold seasons considering that the further north you go the colder it will be it is essential to bring warm enough clothing
train_2001	915	0	 Real-time translator apps applications that are capable of automatically translating whole segments of text from one language to another.	real-time text translator apps applications that are capable of automatically translating whole segments of text from one language into another
train_2002	475	0	 The Temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in act of arson committed by Herosteros.	the temple of artemis at ephesus was destroyed on july 21 356 bce in an act of arson committed by herostratus
train_2003	1077	0	 Before the Simpsons, Simon had worked on several shows in various positions.	before the simpsons simon had worked on several shows in various positions
train_2004	144	1	 Based on this fossil, that means the split is much earlier than has been anticipated by the molecular evidence.	based on this fossil that means the split is much earlier than has been anticipated by the molecular evidence
train_2005	40	0	 Each show would also provide recommendations for books that children should look for when they went to their library.	each show would also provide recommendations for books that children should look for when they went to their library
train_2006	95	1	 The aircraft had been headed to Irks and was being operated by interior troops.	the aircraft had been headed to irkutsk and was being operated by interior troops
train_2007	548	0	 The main assault force of 2,400 men will cross the river nine miles north of Trenton and then split into two groups, one under Greene and one under Sullivan, in order to launch a pre-dawn attack.	the main assault force of 2,400 men would cross the river nine miles north of trenton and then split into two groups one under greene and one under sullivan in order to launch a pre-dawn attack
train_2008	1252	1	 Crown Office, which is an overall charge of prosecutions, has indicated to journalists that no further comment will be made, at least until indictment.	crown office which is in overall charge of prosecutions has indicated to journalists that no further comment will be made at least until indictment
train_2009	741	0	 It is an archipelago with 15 islands spread out over 2.2 million km2 of ocean.	it is an archipelago with 15 islands spread out over 2.2 million km2 of ocean
train_2010	141	1	 By early today, winds were around 83 km an hour and it was expected to keep weakening.	by early today winds were around 83 km/h and it was expect to keep weakening
train_2011	1103	1	 Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull, and a face rebuilt from titanium.	uka's weapon failed whilst pointed at a fifth man's head schneider has ongoing pain blindness in one eye a missing section of skull and a face rebuilt from titanium
train_2012	1374	0	 In 1994, this conflict led to the creation of the self-proclaimed Transnistria Republic in eastern Moldova, which has its own government and currency but is not recognized by any UN member country.	in 1994 this conflict led to the creation of the self-proclaimed transnistria republic in eastern moldova which has its own government and currency but is not recognised by any un member country
train_2013	1130	1	 The amount of inner peace a person possesses correlates oppositely to the amount of tension in one's body and spirit.	the amount of inner peace a person possesses correlates oppositely to the amount of tension in one's body and spirit
train_2014	714	1	 Most people book their place well in advance as the boats are usually full during the high season.	most people book their place well in advance as the boats are usually full during the high season
train_2015	576	0	 Each of these nomadic rampages or marches lasts for approximately 17 days.	each of these nomadic rampages or marches lasts for approximately 17 days
train_2016	367	0	 The major organ of the circulatory system is the heart, which pumps the blood.	the major organ of the circulatory system is the heart which pumps the blood
train_2017	273	1	 Some studies suggest that the disease must become less lethal before it can cause a global epidemic, he noted.	some studies suggest that the disease must become less lethal before it can cause a global epidemic he noted
train_2018	629	1	 People with this type of thinking have logical thinking, are able to memorize patterns, solve problems, and work on scientific tests.	people with this type of thinking have logical thinking are able to memorize patterns solve problems and work on scientific tests
train_2019	435	0	 Luxembourg has always tried to remain a neutral country but it was occupied in both World War I and World War II by Germany.	luxembourg has always tried to remain a neutral country but it was occupied in both world war i and world war ii by germany
train_2020	1396	1	 The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.	the researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid
train_2021	915	0	 Real-time text translator apps. Applications that are capable of automatically translating whole segments of text from one language into another.	real-time text translator apps applications that are capable of automatically translating whole segments of text from one language into another
train_2022	1102	0	 The best indication of eternal poisoning may be the presence of an open container of medicine or toxic household chemicals.	the best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals
train_2023	987	1	 Typical for Norway are steep fjords and valleys that suddenly give way to a high, more or less even plateau.	typical for norway are steep fjords and valleys that suddenly give way to a high more or less even plateau
train_2024	774	1	 Participating countries present artistic and educational displays in national pavilions to showcase world issues or their country's culture and history.	participating countries present artistic and educational displays in national pavilions to showcase world issues or their country's culture and history
train_2025	260	0	 Dump trucks were used to block tube entrances and assistance of 80 police officers were on hand to direct motorists to detours.	dump trucks were used to block tube entrances and assistance of 80 police were on hand to direct motorists to detours
train_2026	542	0	 Stark's men took positions along the fence on the north end of the colonists' position.	stark's men took positions along the fence on the north end of the colonist's position
train_2027	1233	1	 This concept came from China where plum blossoms were the flower of choice.	the concept came from china where plum blossoms were the flower of choice
train_2028	91	0	 It is not known at this time what charges will be laid or what led authorities to the boy, but juvenile proceedings have begun in federal court.	it is not known at this time what charges will be laid or what led authorities to the boy but juvenile proceedings have begun in federal court
train_2029	63	0	 Brazil is the largest Roman Catholic country on earth and the Roman Catholic Church has consistently opposed the legalization of same-sex marriage in the country.	brazil is the largest roman catholic country on earth and the roman catholic church has consistently opposed the legalization of same-sex marriage in the country
train_2030	394	1	 Germany code named the attack Operation Ceylon. Most of the British Army's heavy weapons and supplies had been lost when it evacuated from Dunkirk. So the army was fairly weak.	germany code-named the attack operation sealion most of the british army's heavy weapons and supplies had been lost when it evacuated from dunkirk so the army was fairly weak
train_2031	929	1	 Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.	nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices
train_2032	1218	1	 Our foster care system is supposed to provide safe homes, loving caregivers, stable education, and reliable health care.	our foster care system is supposed to provide safe homes loving caregivers stable education and reliable health care
train_2033	71	1	 The Bands Management Company gave no initial reason when they cancelled on September 20, but blamed logistical reasons by the next day.	the band's management company hk management inc gave no initial reason when they canceled on september 20 but blamed logistical reasons by the next day
train_2034	1107	1	 No matter how docile they may look, bison, elk, moose, bears, and nearly all large animals can attack.	no matter how docile they may look bison elk moose bears and nearly all large animals can attack
train_2035	1348	1	 Boating is a national pastime in Finland with a boat to every seven or eight people.	boating is a national pastime in finland with a boat to every seven or eight people
train_2036	1464	1	 It was one of the major stops in Henry Louis Gates PBS special Wonders of the African World.	it was one of the major stops during henry louis gates' pbs special wonders of the african world
train_2037	1278	1	 To understand the Templars, one must understand the context that prompted the creation of the Order.	to understand the templars one must understand the context that prompted the creation of the order
train_2038	1247	1	 As one example, American citizens in the Middle East might face different situations from Europeans or Arabs.	as one example american citizens in the middle east might face different situations from europeans or arabs
train_2039	734	1	 In the winter, enjoy some of the best skiing in North America and in the summer, try some authentic mountain biking.	in the winter enjoy some of the best skiing in north america and in the summer try some authentic mountain biking
train_2040	153	1	 Virgin have only purchased the good bank of Northern Rock, not the asset management company.	virgin have only purchased the good bank' of northern rock not the asset management company
train_2041	279	0	 Former US Speaker of the House Newt Gingrich came in second with 32%.	former u.s. speaker of the house newt gingrich came in second with 32%
train_2042	56	1	 Mr. Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.	mr costello said that when nuclear power generation becomes economically viable australia should pursue its use
train_2043	620	1	 While listening to individuals share their individual, family, and organizational stories, we gained valuable insight into the past and some of the personalities who influenced, for good or ill, the culture of the organization.	while listening to individuals share their individual family and organizational stories we gained valuable insight into the past and some of the personalities who influenced for good or ill the culture of the organization
train_2044	474	0	 This marked an important change as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.	this marked an important change as european powers would no longer have the pretext of being religious wars thus the thirty years' war would be the last war to be labeled a religious war
train_2045	798	0	 If traveling with a laptop or tablet, store a copy in its memory or disk, accessible without the internet.	if traveling with a laptop or tablet store a copy in its memory or disc accessible without the internet
train_2046	484	1	 Followers pursue certain ways of living or practices that are intended to nurture those experiences.	followers pursue certain ways of living or practices that are intended to nurture those experiences
train_2047	641	1	 It allows students the ability to work at their own pace and control the pace of instructional information.	it allows students the ability to work at their own pace and control the pace of instructional information
train_2048	31	0	 The jail became notorious after prisoner abuse was discovered there after US forces took over.	the jail became notorious after prisoner abuse was discovered there after us forces took over
train_2049	228	1	 Scientists have discovered landforms littered across the moon's surface called lobate scarps that have apparently resulted from the moon's shrinking very slowly.	scientists have discovered landforms littered across the moon's surface called lobate scarps that have apparently resulted from the moon's shrinking very slowly
train_2050	1353	1	 No extra transport is being put on and overground trains will not stop at Wembley and car parking and park and ride facilities are unavailable at the ground.	no extra transport is being put on and overground trains will not stop at wembley and car parking and park-and-ride facilities are unavailable at the ground
train_2051	139	1	 Humans can be affected by breathing affected water taken into the air by wind and waves.	humans can be affected by breathing affected water taken into the air by wind and waves
train_2052	928	1	 Flying your drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.	flying a drone near an airport or over a crowd is almost always a bad idea even if it's not illegal in your area
train_2053	586	0	 However, the first true telescopes were made in Europe in the late 16th century.	however the first true telescopes were made in europe in the late 16th century
train_2054	178	1	 At the time of the award, Atlanta schools had seen a large improvement on test scores.	at the time of the award atlanta schools had seen a large improvement on test scores
train_2055	23	0	 Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.	despite these accusations ma won handily on a platform advocating closer ties with the chinese mainland
train_2056	796	0	 They need to show the insurer's email address and international phone numbers for advice, authorizations, and making claims.	they need to show the insurer's e-mail address and international phone numbers for advice/authorizations and making claims
train_2057	1249	1	 I'm sorry.	if you booked your flights and accommodation for 2020 before the postponement was announced you may have a tricky situation
train_2058	4	0	 The pilot was identified as Squadron Leader Dilokrit Patavi.	the pilot was identified as squadron leader dilokrit pattavee
train_2059	289	1	 The CCTV will certainly send a strong signal to those people working with animals that their welfare is of the highest priority.	the cctv would certainly send a strong signal to those people working with animals that their welfare is of the highest priority
train_2060	679	1	 Each country also has unique laws requiring what emergency items need to be in the car.	each country also has unique laws requiring what emergency items need to be in the car
train_2061	728	1	 Caleon del Beso, Alley of the Kiss. Two balconies separated by only 69 cm as home of an old love legend.	callejon del beso alley of the kiss. two balconies separated by only 69 centimeters is home of an old love legend
train_2062	1215	1	 Dr. Ehud Err, professor of medicine at Dalhousie University in Halifax, Nova Scotia, and chair of the clinical and scientific division of the Canadian Diabetes Association, cautioned that the research is still in its early days.	dr ehud ur professor of medicine at dalhousie university in halifax nova scotia and chair of the clinical and scientific division of the canadian diabetes association cautioned that the research is still in its early days
train_2063	5	0	 Local media reports an airport fire vehicle rolled over while responding.	local media reports an airport fire vehicle rolled over while responding
train_2064	1120	1	 Downhill snow sports, which include skiing and snowboarding, are popular sports involving sliding down snow-covered terrain with skis or snowboard attached to your feet.	downhill snowsports which include skiing and snowboarding are popular sports involving sliding down snow-covered terrain with skis or a snowboard attached to your feet
train_2065	1084	0	 This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.	this not only confirms that at least some dinosaurs had feathers a theory already widespread but provides details fossils generally cannot such as color and three-dimensional arrangement
train_2066	174	0	 Following seabed mapping, the wreck was found using an ROV.	following seabed mapping the wreck was found using an rov
train_2067	207	1	 The crash site was located today and is so inaccessible that two policemen were dropped into the jungle in order to hike to the scene and seek survivors.	the crash site was located today and is so inaccessable that two policemen were dropped into the jungle in order to hike to the scene and seek survivors
train_2068	332	0	 In 1995, he was voted the best player in Partizan's history.	in 1995 he was voted the best player in partizan's history
train_2069	1385	1	 During these periods fierce warfare took place between many nobles fighting for the throne.	during these periods fierce warfare took place between many nobles fighting for the throne
train_2070	1228	0	 It was the final match for the All Blacks, who had already won the trophy two weeks ago.	it was the final match for the all blacks who had already won the trophy two weeks ago
train_2071	1125	1	 As the areas are sparsely populated and light pollution therefore often not a problem, you will also be able to enjoy the stars.	as the areas are sparsely populated and light pollution therefore often not a problem you will also be able to enjoy the stars
train_2072	647	1	 Our current experience with all the do-it-yourself and information presenting, learning-based television shows illustrates this point.	our current experience with all the do-it-yourself and information presenting learning-based television shows illustrates this point
train_2073	235	1	 We were all simply in shock, the mother stated.	we were all simply in shock the mother stated
train_2074	210	0	 An official with a gas company was reporting to the scene after a neighbor called about a gas leak.	an official with the gas company was reporting to the scene after a neighbor called about a gas leak
train_2075	1210	0	 The National Hurricane Center says that at this point Jerry poses no threat to land.	the national hurricane center nhc says that at this point jerry poses no threat to land
train_2076	1186	1	 Persian has a relatively easy and mostly regular grammar.	persian has a relatively easy and mostly regular grammar
train_2077	1127	1	 Around the old medina it's easy to find places selling traditional Moroccan goods such as tagines, pottery, leather goods, hookahs and a whole spectrum of gigas but it's all for the tourists.	around the old medina it's easy to find places selling traditional moroccan goods such as tagines pottery leather goods hookahs and a whole spectrum of geegaws but it's all for the tourists
train_2078	905	0	 They begin as funnels descending from storm clouds and become tornadoes when they touch the ground.	they begin as funnels descending from storm clouds and become tornadoes when they touch the ground
train_2079	1453	0	 Postage speed limits are noticeably lower than in previous and subsequent sections, commonly 35 to 40 mph or 56 to 64 kmph, and strict obedience to them is even more important than otherwise.	posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph 56-64 km/h — and strict obedience to them is even more important than otherwise
train_2080	123	0	 The United States Embassy, located in Nairobi, Kenya, has issued a warning that extremists from Somalia are planning to launch suicide bomb attacks in Kenya and Ethiopia.	the united states embassy located in nairobi kenya has issued a warning that extremists from somalia are planning to launch suicide bomb attacks in kenya and ethiopia
train_2081	1203	1	 Since the arrival of man to the Galapagos, many mammals have been introduced including goats, horses, cows, rats, cats, and dogs.	since the arrival of man to the galapagos many mammals have been introduced including goats horses cows rats cats and dogs
train_2082	942	0	 After you become comfortable with formatting and editing on the web, then later you might create your own website.	after you become comfortable with formatting and editing on the web then later you might create your own website
train_2083	478	1	 Alexander as king offered to pay to rebuild the temple but his offer was denied. Later after Alexander died the temple was rebuilt in 323 BCE.	alexander as king offered to pay to rebuild the temple but his offer was denied later after alexander died the temple was rebuilt in 323 bce
train_2084	1201	0	 The accused are named as Baba Kanjar, Bhuta Kanjar, Rambro Kanjar, Ghaza Kanjar and Vishnu Kanjar.	the accused are named as baba kanjar bhutha kanjar rampro kanjar gaza kanjar and vishnu kanjar
train_2085	504	1	 MySpace is the third most popular website used in the United States and has 54 million profiles currently.	myspace is the third most popular website used in the united states and has 54 million profiles currently
train_2086	308	0	 He died in Osaka on Tuesday.	he died in osaka on tuesday
train_2087	577	0	 What is a cell? The word cell comes from the Latin word Silla meaning small room and it was first coined by a microscopist observing the structure of cock.	what is a cell the word cell comes from the latin word cella meaning small room and it was first coined by a microscopist observing the structure of cork
train_2088	14	0	 Nadal bagged 88% net points in the match winning 76 points in the first serve.	nadal bagged 88% net points in the match winning 76 points in the first serve
train_2089	494	0	 Although some scholars speculate that since the civilization also existed in the basins of the now dried up Sarasvati River, it should aptly be called the Indo-Sarasvati civilization, while some call it the Harappan civilization after the Harappa, the first of the sites to be excavated in the 1920s.	although some scholars speculate that since the civilisation also existed in the basins of the now dried up sarasvati river it should be aptly called the indus-sarasvati civilization while some call it the harappan civilization after harappa the first of its sites to be excavated in the 1920s
train_2090	623	1	 In this instance, recalling previous instances of entrepreneurial behavior and resulting successes helped people to be open to new changes and new direction for the local church.	in this instance recalling previous instances of entrepreneurial behavior and resulting successes helped people to be open to new changes and new direction for the local church
train_2091	752	0	 Setting up a tent on private property or in a town of any size can easily attract unwanted attention.	setting up a tent on private property or in a town of any size can easily attract unwanted attention
train_2092	753	1	 In short, using your car is a great way to take a road trip, but seldom in itself a way to camp.	in short using your car is a great way to take a road trip but seldom in itself a way to camp
train_2093	1162	1	 A couple may decide it is not in their best interest or in the interest of their child to raise a baby.	a couple may decide it is not in their best interest or in the interest of their child to raise a baby
train_2094	1344	0	 Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars.	lions cheetahs and leopards are sometimes shy and you will see them better with binoculars
train_2095	470	0	 In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.	in the 1480s when its construction was begun by lord hastings the country was relatively peaceful and defense was only required against small bands of roving marauders
train_2096	270	1	 21 years old Jesus joined Manchester City last year in 2017 from Brazilian club Palmeiras for a reported fee of 27 million pounds.	21-year-old jesus joined manchester city last year in january 2017 from brazilian club palmeiras for a reported fee of £27 million
train_2097	126	1	 Since its inception, The Onion has become a veritable news parody empire with a print edition, a website that drew 5 million unique visitors in one month of October, personal ads, a 24-hour news network, podcasts, and a recently launched world atlas called Our Dumb World.	since its inception the onion has become a veritable news parody empire with a print edition a website that drew 5,000,000 unique visitors in the month of october personal ads a 24 hour news network podcasts and a recently launched world atlas called our dumb world
train_2098	114	0	 Australia's former conservative government refused to ratify Kyoto, saying it would damage the economy with its heavy reliance on coal exports, while countries like India and China were not bound by emissions targets.	australia's former conservative government refused to ratify kyoto saying it would damage the economy with its heavy reliance on coal exports while countries like india and china were not bound by emissions targets
train_2099	352	0	 The steel needle floats on top of the water because of service tension.	the steel needle floats on top of the water because of surface tension
train_2100	658	0	 The very long days in the summer can lead to problems getting sufficient sleep and associated health issues.	the very long days in the summer can lead to problems getting sufficient sleep and associated health issues
train_2101	468	1	 Typical for the period, Kirby McSlow Castle is more of a fortified house than a true castle.	typical for the period kirby muxloe castle is more of a fortified house than a true castle
train_2102	296	0	 Helicopters rescued the 12 crew members and the only injury was a broken nose.	helicopters rescued the twelve crewmembers and the only injury was a broken nose
train_2103	1070	1	 Therefore, reading this grammar primer would help you learn much more about the Persian grammar and understand phrases better.	therefore reading this grammar primer would help you learn much about persian grammar and understand phrases better
train_2104	948	1	 Lake Onega is also connected to Volga, so coming from the Caspian Sea through Russia is still possible.	lake onega is also connected to volga so coming from the caspian sea through russia is still possible
train_2105	849	1	 Most boomerangs available in Australia are in fact non-returning. It is best for beginners to try not to throw in windy.	most boomerangs available in australia are in fact non-returning it is best for beginners to not try throwing in windy
train_2106	340	0	 He was immediately attended to by the on-track medical staff and transported to a local hospital where he later died.	he was immediately attended to by the on-track medical staff and transported to a local hospital where he later died
train_2107	1327	1	 Backpacking by ski. This activity is also called backcountry ski, ski touring or ski hiking.	backpacking by ski this activity is also called backcountry ski ski touring or ski hiking
train_2108	1508	1	 She's very cute and sings quite well, too, he said according to a transcript of the news conference.	she's very cute and sings quite well too he said according to a transcript of the news conference
train_2109	585	1	 Humans have been making and using lenses for magnification for thousands and thousands of years.	humans have been making and using lenses for magnification for thousands and thousands of years
train_2110	4	0	 The pilot was identified as squadron leader Delacrette Pettifee.	the pilot was identified as squadron leader dilokrit pattavee
train_2111	916	1	 Some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects.	some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects
train_2112	416	1	 Another famous Greek is a mathematician, Pythagoras, mostly known for his famous theorem about relations of the sides of right triangles.	another famous greek is a mathematician pythagoras mostly known for his famous theorem about relations of the sides of right triangles
train_2113	159	0	 Seven points behind, Johnson is second with 2,243.	seven points behind johnson is second with 2,243
train_2114	624	0	 Such success stories lessen the fears of change while creating positive inclinations toward change in the future.	such success stories lessened the fears of change while creating positive inclinations toward change in the future
train_2115	833	0	 Registration is an additional requirement for the visa process. In some countries you must register your presence and address where you are staying with the local authorities.	registration is an additional requirement for the visa process in some countries you must register your presence and address where you are staying with the local authorities
train_2116	667	1	 There are infinite variations possible, but this remains what most people mean when they talk of going to Disney World.	there are infinite variations possible but this remains what most people mean when they talk of going to disney world
train_2117	795	1	 Make and carry copies of your policy and your insurance contact details with you.	make and carry copies of your policy and your insurer's contact details with you
train_2118	1160	1	 The money could go toward floor flood, flood-proof houses, better water management, and crop diversification.	the money could go toward flood-proof houses better water management and crop diversification
train_2119	631	1	 That means we were able to successfully predict what other humans perceive, intend, believe, know, or desire.	that means we are able to successfully predict what other humans perceive intend believe know or desire
train_2120	1364	1	 The great majority of Hong Kong Island development is densely packed on reclaimed land along the northern shore.	the great majority of hong kong island's urban development is densely packed on reclaimed land along the northern shore
train_2121	1472	1	 Fortunately, drivers tend to behave within a reasonable, consistent range. Thus, traffic seems tend to have some reasonable consistency and can be roughly represented mathematically.	fortunately drivers tend to behave within a reasonably consistent range thus traffic streams tend to have some reasonable consistency and can be roughly represented mathematically
train_2122	1416	0	 Mutations can have a variety of different effects depending on the type of mutation, the significance of the piece of genetic material affected, and whether the cells affected are germline cells.	mutations can have a variety of different effects depending on the type of mutation the significance of the piece of genetic material affected and whether the cells affected are germ-line cells
train_2123	921	1	 If you don't have a data connection for your phone or when it is out of range, their performance can be limited or unavailable.	if you don't have a data connection for your phone or when it is out of range their performance can be limited or unavailable
train_2124	510	1	 It is not a learning disability, it is a learning disorder. It affects 3-5% of all children, perhaps as many as 2 million American children.	it is not a learning disability it is a learning disorder it affects 3 to 5% of all children perhaps as many as 2 million american children
train_2125	120	0	 The game is based on the Second Battle of Fallujah, a vicious battle between American and Iraqi forces.	the game is based on the second battle of fallujah a vicious battle between american and iraqi forces
train_2126	346	0	 Luckily, nothing happened to me, but I saw a macabre scene as people tried to break windows in order to get out.	luckily nothing happened to me but i saw a macabre scene as people tried to break windows in order to get out
train_2127	126	1	 Since its inception, The Onion has become a veritable news parody empire with a print edition, a website that drew 5 million unique visitors in the month of October, personal ads, a 24-hour news network, podcast, and a recently launched world atlas called Our Dumb World.	since its inception the onion has become a veritable news parody empire with a print edition a website that drew 5,000,000 unique visitors in the month of october personal ads a 24 hour news network podcasts and a recently launched world atlas called our dumb world
train_2128	488	1	 Sikhs call their religion Gurmat, which is Punjabi for Way of the Guru. The Guru is a fundamental aspect of all Indian religions, but in Sikhism has taken on an importance that forms the core of Sikh beliefs.	sikhs call their religion gurmat which is punjabi for way of the guru the guru is a fundamental aspect of all indian religions but in sikhism has taken on an importance that forms the core of sikh beliefs
train_2129	661	1	 The largest employee sectors are professional services, government, finance, trade, and tourism.	the largest employment sectors are professional services government finance trade and tourism
train_2130	642	1	 In addition, there are fewer time restrictions with the possibility of flexible working hours.	in addition there are fewer time restrictions with the possibility of flexible working hours. bremer 1998
train_2131	62	1	 During his two-hour speech, he stated that, Today, Apple is going to reinvent the phone. We are going to make history today.	during his 2 hour speech he stated that today apple is going to reinvent the phone we are going to make history today
train_2132	760	1	 A hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit.	a hospitality exchange network is the organization that connects travelers with locals in the cities they are going to visit
train_2133	752	1	 Setting up a tent on private property or in a town of any size can easily attract unwanted attention.	setting up a tent on private property or in a town of any size can easily attract unwanted attention
train_2134	652	1	 As mentioned above, though the word Eskimo remains acceptable in the United States, it is considered pejorative by many non-U.S. Arctic peoples, especially in Canada.	as mentioned above though the word eskimo remains acceptable in the united states it is considered pejorative by many non-u.s. arctic peoples especially in canada
train_2135	1038	1	 Stirrups are supports for the rider's feet that hang down on either side of the saddle.	stirrups are supports for the rider's feet that hang down on either side of the saddle
train_2136	292	0	 The significant earthquake activity resulting in the phase change took place on March 10 on the northeast side of the volcano's summit caldera.	the significant earthquake activity resulting in the phase change had took place on march 10 on the northeast side of the volcano's summit caldera
train_2137	195	0	 The Brazilian suffered a serious head injury after a crash during the 2009 Hungarian Grand Prix.	the brazilian suffered a serious head injury after a crash during the 2009 hungarian grand prix
train_2138	318	0	 Our former student said that he used slang in class, taught dating skills and notes, and was just like the student's friend.	a former student said that he 'used slang in class taught dating skills in notes and was just like the students' friend.'
train_2139	957	1	 Don't forget to add in the extra costs of additional visas, departure taxes, ground transportation, etc. for all those places outside Africa.	don't forget to add in the extra costs of additional visas departure taxes ground transportation etc for all those places outside of africa
train_2140	82	0	 Hesperonychus elizabethi is a species of the family Dromaeosauridae and is a cousin of Velociraptor.	hesperonychus elizabethae is a species of the family dromaeosauridae and is a cousin of velociraptor 
train_2141	609	1	 Time is also how we compare the duration, length of events.	time is also how we compare the duration length of events
train_2142	388	0	 He originally named the anglo-alphabet um Jong-yum, which means the correct sounds for the instruction of the people.	he originally named the hangeul alphabet hunmin jeongeum which means the correct sounds for the instruction of the people
train_2143	187	0	 The bus was headed to Six Flags St. Louis in Missouri for the band to play to a sold out crowd.	the bus was headed to six flags st louis in missouri for the band to play to a sold-out crowd
train_2144	462	1	 For that reason everything you see on TV had the borders cut top bottom and sides.	for that reason everything you see on the tv had the borders cut top bottom and sides
train_2145	24	1	 Today's player of the day is Alex Owiczkin of the Washington Capitals.	today's player of the day is alex ovechkin of the washington capitals
train_2146	103	0	 Another secondary containment area below the tank capable of holding 104,500 barrels was not yet filled to capacity.	another secondary containment area below the tanks capable of holding 104,500 barrels was not yet filled to capacity
train_2147	369	0	 A Triceratops teeth would have been able to crush not only leaves but even very tough branches and roots.	a triceratops' teeth would have been able to crush not only leaves but even very tough branches and roots
train_2148	198	0	 The president's condition is stable, though he will be isolated at home for several days.	the president's condition is stable though he will be isolated at home for several days
